Teacher,School Level,Year Level,Section,Subject,Day,Start Time,End Time
"JHS Teacher 28","JHS","Grade 10","Mabini","Science","Friday","10:05","10:50"
"JHS Teacher 29","JHS","Grade 10","Luna","Science","Monday","10:05","10:50"
"JHS Teacher 29","JHS","Grade 10","Luna","Science","Tuesday","10:05","10:50"
"JHS Teacher 29","JHS","Grade 10","Luna","Science","Wednesday","10:05","10:50"
"JHS Teacher 29","JHS","Grade 10","Luna","Science","Thursday","10:05","10:50"
"JHS Teacher 29","JHS","Grade 10","Luna","Science","Friday","10:05","10:50"
"JHS Teacher 30","JHS","Grade 7","Rizal","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 30","JHS","Grade 7","Rizal","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 30","JHS","Grade 7","Rizal","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 30","JHS","Grade 7","Rizal","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 30","JHS","Grade 7","Rizal","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 31","JHS","Grade 7","Bonifacio","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 31","JHS","Grade 7","Bonifacio","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 31","JHS","Grade 7","Bonifacio","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 31","JHS","Grade 7","Bonifacio","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 31","JHS","Grade 7","Bonifacio","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 32","JHS","Grade 7","Mabini","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 32","JHS","Grade 7","Mabini","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 32","JHS","Grade 7","Mabini","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 32","JHS","Grade 7","Mabini","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 32","JHS","Grade 7","Mabini","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 33","JHS","Grade 7","Luna","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 33","JHS","Grade 7","Luna","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 33","JHS","Grade 7","Luna","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 33","JHS","Grade 7","Luna","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 33","JHS","Grade 7","Luna","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 34","JHS","Grade 8","Rizal","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 34","JHS","Grade 8","Rizal","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 34","JHS","Grade 8","Rizal","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 34","JHS","Grade 8","Rizal","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 34","JHS","Grade 8","Rizal","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 35","JHS","Grade 8","Bonifacio","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 35","JHS","Grade 8","Bonifacio","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 35","JHS","Grade 8","Bonifacio","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 35","JHS","Grade 8","Bonifacio","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 35","JHS","Grade 8","Bonifacio","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 01","JHS","Grade 8","Mabini","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 01","JHS","Grade 8","Mabini","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 01","JHS","Grade 8","Mabini","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 01","JHS","Grade 8","Mabini","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 01","JHS","Grade 8","Mabini","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 02","JHS","Grade 8","Luna","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 02","JHS","Grade 8","Luna","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 02","JHS","Grade 8","Luna","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 02","JHS","Grade 8","Luna","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 02","JHS","Grade 8","Luna","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 03","JHS","Grade 9","Rizal","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 03","JHS","Grade 9","Rizal","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 03","JHS","Grade 9","Rizal","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 03","JHS","Grade 9","Rizal","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 03","JHS","Grade 9","Rizal","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 04","JHS","Grade 9","Bonifacio","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 04","JHS","Grade 9","Bonifacio","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 04","JHS","Grade 9","Bonifacio","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 04","JHS","Grade 9","Bonifacio","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 04","JHS","Grade 9","Bonifacio","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 05","JHS","Grade 9","Mabini","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 05","JHS","Grade 9","Mabini","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 05","JHS","Grade 9","Mabini","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 05","JHS","Grade 9","Mabini","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 05","JHS","Grade 9","Mabini","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 06","JHS","Grade 9","Luna","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 06","JHS","Grade 9","Luna","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 06","JHS","Grade 9","Luna","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 06","JHS","Grade 9","Luna","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 06","JHS","Grade 9","Luna","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 07","JHS","Grade 10","Rizal","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 07","JHS","Grade 10","Rizal","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 07","JHS","Grade 10","Rizal","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 07","JHS","Grade 10","Rizal","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 07","JHS","Grade 10","Rizal","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 08","JHS","Grade 10","Bonifacio","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 08","JHS","Grade 10","Bonifacio","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 08","JHS","Grade 10","Bonifacio","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 08","JHS","Grade 10","Bonifacio","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 08","JHS","Grade 10","Bonifacio","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 09","JHS","Grade 10","Mabini","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 09","JHS","Grade 10","Mabini","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 09","JHS","Grade 10","Mabini","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 09","JHS","Grade 10","Mabini","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 09","JHS","Grade 10","Mabini","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 10","JHS","Grade 10","Luna","Araling Panlipunan","Monday","10:50","11:40"
"JHS Teacher 10","JHS","Grade 10","Luna","Araling Panlipunan","Tuesday","10:50","11:40"
"JHS Teacher 10","JHS","Grade 10","Luna","Araling Panlipunan","Wednesday","10:50","11:40"
"JHS Teacher 10","JHS","Grade 10","Luna","Araling Panlipunan","Thursday","10:50","11:40"
"JHS Teacher 10","JHS","Grade 10","Luna","Araling Panlipunan","Friday","10:50","11:40"
"JHS Teacher 11","JHS","Grade 7","Rizal","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 11","JHS","Grade 7","Rizal","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 11","JHS","Grade 7","Rizal","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 11","JHS","Grade 7","Rizal","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 11","JHS","Grade 7","Rizal","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 12","JHS","Grade 7","Bonifacio","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 12","JHS","Grade 7","Bonifacio","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 12","JHS","Grade 7","Bonifacio","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 12","JHS","Grade 7","Bonifacio","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 12","JHS","Grade 7","Bonifacio","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 13","JHS","Grade 7","Mabini","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 13","JHS","Grade 7","Mabini","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 13","JHS","Grade 7","Mabini","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 13","JHS","Grade 7","Mabini","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 13","JHS","Grade 7","Mabini","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 14","JHS","Grade 7","Luna","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 14","JHS","Grade 7","Luna","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 14","JHS","Grade 7","Luna","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 14","JHS","Grade 7","Luna","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 14","JHS","Grade 7","Luna","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 15","JHS","Grade 8","Rizal","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 15","JHS","Grade 8","Rizal","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 15","JHS","Grade 8","Rizal","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 15","JHS","Grade 8","Rizal","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 15","JHS","Grade 8","Rizal","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 16","JHS","Grade 8","Bonifacio","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 16","JHS","Grade 8","Bonifacio","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 16","JHS","Grade 8","Bonifacio","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 16","JHS","Grade 8","Bonifacio","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 16","JHS","Grade 8","Bonifacio","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 17","JHS","Grade 8","Mabini","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 17","JHS","Grade 8","Mabini","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 17","JHS","Grade 8","Mabini","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 17","JHS","Grade 8","Mabini","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 17","JHS","Grade 8","Mabini","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 18","JHS","Grade 8","Luna","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 18","JHS","Grade 8","Luna","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 18","JHS","Grade 8","Luna","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 18","JHS","Grade 8","Luna","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 18","JHS","Grade 8","Luna","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 19","JHS","Grade 9","Rizal","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 19","JHS","Grade 9","Rizal","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 19","JHS","Grade 9","Rizal","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 19","JHS","Grade 9","Rizal","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 19","JHS","Grade 9","Rizal","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 20","JHS","Grade 9","Bonifacio","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 20","JHS","Grade 9","Bonifacio","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 20","JHS","Grade 9","Bonifacio","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 20","JHS","Grade 9","Bonifacio","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 20","JHS","Grade 9","Bonifacio","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 21","JHS","Grade 9","Mabini","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 21","JHS","Grade 9","Mabini","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 21","JHS","Grade 9","Mabini","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 21","JHS","Grade 9","Mabini","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 21","JHS","Grade 9","Mabini","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 22","JHS","Grade 9","Luna","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 22","JHS","Grade 9","Luna","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 22","JHS","Grade 9","Luna","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 22","JHS","Grade 9","Luna","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 22","JHS","Grade 9","Luna","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 23","JHS","Grade 10","Rizal","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 23","JHS","Grade 10","Rizal","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 23","JHS","Grade 10","Rizal","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 23","JHS","Grade 10","Rizal","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 23","JHS","Grade 10","Rizal","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 24","JHS","Grade 10","Bonifacio","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 24","JHS","Grade 10","Bonifacio","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 24","JHS","Grade 10","Bonifacio","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 24","JHS","Grade 10","Bonifacio","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 24","JHS","Grade 10","Bonifacio","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 25","JHS","Grade 10","Mabini","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 25","JHS","Grade 10","Mabini","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 25","JHS","Grade 10","Mabini","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 25","JHS","Grade 10","Mabini","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 25","JHS","Grade 10","Mabini","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 26","JHS","Grade 10","Luna","Edukasyon sa Pagpapakatao","Monday","11:40","12:25"
"JHS Teacher 26","JHS","Grade 10","Luna","Edukasyon sa Pagpapakatao","Tuesday","11:40","12:25"
"JHS Teacher 26","JHS","Grade 10","Luna","Edukasyon sa Pagpapakatao","Wednesday","11:40","12:25"
"JHS Teacher 26","JHS","Grade 10","Luna","Edukasyon sa Pagpapakatao","Thursday","11:40","12:25"
"JHS Teacher 26","JHS","Grade 10","Luna","Edukasyon sa Pagpapakatao","Friday","11:40","12:25"
"JHS Teacher 27","JHS","Grade 7","Rizal","MAPEH","Monday","12:25","13:25"
"JHS Teacher 27","JHS","Grade 7","Rizal","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 27","JHS","Grade 7","Rizal","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 27","JHS","Grade 7","Rizal","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 27","JHS","Grade 7","Rizal","MAPEH","Friday","12:25","13:25"
"JHS Teacher 28","JHS","Grade 7","Bonifacio","MAPEH","Monday","12:25","13:25"
"JHS Teacher 28","JHS","Grade 7","Bonifacio","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 28","JHS","Grade 7","Bonifacio","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 28","JHS","Grade 7","Bonifacio","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 28","JHS","Grade 7","Bonifacio","MAPEH","Friday","12:25","13:25"
"JHS Teacher 29","JHS","Grade 7","Mabini","MAPEH","Monday","12:25","13:25"
"JHS Teacher 29","JHS","Grade 7","Mabini","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 29","JHS","Grade 7","Mabini","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 29","JHS","Grade 7","Mabini","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 29","JHS","Grade 7","Mabini","MAPEH","Friday","12:25","13:25"
"JHS Teacher 30","JHS","Grade 7","Luna","MAPEH","Monday","12:25","13:25"
"JHS Teacher 30","JHS","Grade 7","Luna","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 30","JHS","Grade 7","Luna","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 30","JHS","Grade 7","Luna","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 30","JHS","Grade 7","Luna","MAPEH","Friday","12:25","13:25"
"JHS Teacher 31","JHS","Grade 8","Rizal","MAPEH","Monday","12:25","13:25"
"JHS Teacher 31","JHS","Grade 8","Rizal","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 31","JHS","Grade 8","Rizal","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 31","JHS","Grade 8","Rizal","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 31","JHS","Grade 8","Rizal","MAPEH","Friday","12:25","13:25"
"JHS Teacher 32","JHS","Grade 8","Bonifacio","MAPEH","Monday","12:25","13:25"
"JHS Teacher 32","JHS","Grade 8","Bonifacio","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 32","JHS","Grade 8","Bonifacio","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 32","JHS","Grade 8","Bonifacio","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 32","JHS","Grade 8","Bonifacio","MAPEH","Friday","12:25","13:25"
"JHS Teacher 33","JHS","Grade 8","Mabini","MAPEH","Monday","12:25","13:25"
"JHS Teacher 33","JHS","Grade 8","Mabini","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 33","JHS","Grade 8","Mabini","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 33","JHS","Grade 8","Mabini","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 33","JHS","Grade 8","Mabini","MAPEH","Friday","12:25","13:25"
"JHS Teacher 34","JHS","Grade 8","Luna","MAPEH","Monday","12:25","13:25"
"JHS Teacher 34","JHS","Grade 8","Luna","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 34","JHS","Grade 8","Luna","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 34","JHS","Grade 8","Luna","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 34","JHS","Grade 8","Luna","MAPEH","Friday","12:25","13:25"
"JHS Teacher 35","JHS","Grade 9","Rizal","MAPEH","Monday","12:25","13:25"
"JHS Teacher 35","JHS","Grade 9","Rizal","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 35","JHS","Grade 9","Rizal","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 35","JHS","Grade 9","Rizal","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 35","JHS","Grade 9","Rizal","MAPEH","Friday","12:25","13:25"
"JHS Teacher 01","JHS","Grade 9","Bonifacio","MAPEH","Monday","12:25","13:25"
"JHS Teacher 01","JHS","Grade 9","Bonifacio","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 01","JHS","Grade 9","Bonifacio","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 01","JHS","Grade 9","Bonifacio","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 01","JHS","Grade 9","Bonifacio","MAPEH","Friday","12:25","13:25"
"JHS Teacher 02","JHS","Grade 9","Mabini","MAPEH","Monday","12:25","13:25"
"JHS Teacher 02","JHS","Grade 9","Mabini","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 02","JHS","Grade 9","Mabini","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 02","JHS","Grade 9","Mabini","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 02","JHS","Grade 9","Mabini","MAPEH","Friday","12:25","13:25"
"JHS Teacher 03","JHS","Grade 9","Luna","MAPEH","Monday","12:25","13:25"
"JHS Teacher 03","JHS","Grade 9","Luna","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 03","JHS","Grade 9","Luna","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 03","JHS","Grade 9","Luna","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 03","JHS","Grade 9","Luna","MAPEH","Friday","12:25","13:25"
"JHS Teacher 04","JHS","Grade 10","Rizal","MAPEH","Monday","12:25","13:25"
"JHS Teacher 04","JHS","Grade 10","Rizal","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 04","JHS","Grade 10","Rizal","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 04","JHS","Grade 10","Rizal","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 04","JHS","Grade 10","Rizal","MAPEH","Friday","12:25","13:25"
"JHS Teacher 05","JHS","Grade 10","Bonifacio","MAPEH","Monday","12:25","13:25"
"JHS Teacher 05","JHS","Grade 10","Bonifacio","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 05","JHS","Grade 10","Bonifacio","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 05","JHS","Grade 10","Bonifacio","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 05","JHS","Grade 10","Bonifacio","MAPEH","Friday","12:25","13:25"
"JHS Teacher 06","JHS","Grade 10","Mabini","MAPEH","Monday","12:25","13:25"
"JHS Teacher 06","JHS","Grade 10","Mabini","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 06","JHS","Grade 10","Mabini","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 06","JHS","Grade 10","Mabini","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 06","JHS","Grade 10","Mabini","MAPEH","Friday","12:25","13:25"
"JHS Teacher 07","JHS","Grade 10","Luna","MAPEH","Monday","12:25","13:25"
"JHS Teacher 07","JHS","Grade 10","Luna","MAPEH","Tuesday","12:25","13:25"
"JHS Teacher 07","JHS","Grade 10","Luna","MAPEH","Wednesday","12:25","13:25"
"JHS Teacher 07","JHS","Grade 10","Luna","MAPEH","Thursday","12:25","13:25"
"JHS Teacher 07","JHS","Grade 10","Luna","MAPEH","Friday","12:25","13:25"
"JHS Teacher 08","JHS","Grade 7","Rizal","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 08","JHS","Grade 7","Rizal","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 08","JHS","Grade 7","Rizal","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 08","JHS","Grade 7","Rizal","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 08","JHS","Grade 7","Rizal","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 09","JHS","Grade 7","Bonifacio","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 09","JHS","Grade 7","Bonifacio","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 09","JHS","Grade 7","Bonifacio","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 09","JHS","Grade 7","Bonifacio","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 09","JHS","Grade 7","Bonifacio","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 10","JHS","Grade 7","Mabini","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 10","JHS","Grade 7","Mabini","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 10","JHS","Grade 7","Mabini","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 10","JHS","Grade 7","Mabini","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 10","JHS","Grade 7","Mabini","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 11","JHS","Grade 7","Luna","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 11","JHS","Grade 7","Luna","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 11","JHS","Grade 7","Luna","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 11","JHS","Grade 7","Luna","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 11","JHS","Grade 7","Luna","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 12","JHS","Grade 8","Rizal","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 12","JHS","Grade 8","Rizal","Technology and Livelihood Education","Tuesday","13:25","14:25"
"JHS Teacher 12","JHS","Grade 8","Rizal","Technology and Livelihood Education","Wednesday","13:25","14:25"
"JHS Teacher 12","JHS","Grade 8","Rizal","Technology and Livelihood Education","Thursday","13:25","14:25"
"JHS Teacher 12","JHS","Grade 8","Rizal","Technology and Livelihood Education","Friday","13:25","14:25"
"JHS Teacher 13","JHS","Grade 8","Bonifacio","Technology and Livelihood Education","Monday","13:25","14:25"
"JHS Teacher 13","JHS","Grade 8","Bonifacio","Technology and Livelihood Education","Tuesday","13:25","14:25"
